,0,1,2
0,0.20540055632591248,0.20730870962142944,0.0
1,0.11078938096761703,0.11215434968471527,10.0
2,0.10121645033359528,0.10069772601127625,20.0
3,0.09610942006111145,0.09361392259597778,30.0
4,0.09229188412427902,0.08819106966257095,40.0
5,0.08927742391824722,0.09031552821397781,50.0
6,0.08720401674509048,0.08717989921569824,60.0
7,0.08644016832113266,0.08532144129276276,70.0
8,0.08607888966798782,0.0827089324593544,80.0
9,0.08644679933786392,0.0830734446644783,90.0
10,0.08425997197628021,0.0822267010807991,100.0
11,0.08223339170217514,0.08049608767032623,110.0
12,0.0831383615732193,0.07792370021343231,120.0
13,0.08203937858343124,0.07967040687799454,130.0
14,0.08121134340763092,0.07836927473545074,140.0
15,0.07950355112552643,0.0781056210398674,150.0
16,0.07853300124406815,0.07583904266357422,160.0
17,0.08078064024448395,0.07688809186220169,170.0
18,0.07916250824928284,0.0787508487701416,180.0
19,0.08059409260749817,0.07485809922218323,190.0
20,0.07874021679162979,0.07639665901660919,200.0
21,0.08121547847986221,0.07607333362102509,210.0
22,0.0789065957069397,0.07756781578063965,220.0
23,0.07810026407241821,0.07617668062448502,230.0
24,0.07905437797307968,0.07823579013347626,240.0
25,0.07797893136739731,0.0736294537782669,250.0
26,0.07867548614740372,0.07546667009592056,260.0
27,0.0785410925745964,0.07315245270729065,270.0
28,0.07706370204687119,0.07307107746601105,280.0
29,0.0771048441529274,0.07416395843029022,290.0
30,0.0788155198097229,0.0744738057255745,300.0
31,0.07846689224243164,0.0769326239824295,310.0
32,0.07768037915229797,0.07419823855161667,320.0
33,0.07736481726169586,0.07311392575502396,330.0
34,0.07822753489017487,0.07692897319793701,340.0
35,0.0789184495806694,0.07352817058563232,350.0
36,0.07762663066387177,0.07427527010440826,360.0
37,0.0787566602230072,0.07476631551980972,370.0
38,0.08101209998130798,0.07423947751522064,380.0
39,0.0806484967470169,0.07190749794244766,390.0
40,0.07692611962556839,0.07730187475681305,400.0
41,0.07744474709033966,0.07405818998813629,410.0
42,0.07629860192537308,0.07666029036045074,420.0
43,0.07521089166402817,0.07384910434484482,430.0
44,0.07793259620666504,0.0748450756072998,440.0
45,0.07774938642978668,0.07393646240234375,450.0
46,0.07784271240234375,0.07438285648822784,460.0
47,0.07831548899412155,0.07384224236011505,470.0
48,0.07671795040369034,0.07590679824352264,480.0
49,0.07748539745807648,0.07498534768819809,490.0
