,genes,Approved symbol,all_symbols,Previous symbols,Alias symbols,cce_genes_symbols,symbol_updated,CCE_symbol,Hugo_symbol,Previous_symbol,pathway_genes_cce,pathway_genes_hugo,duplicated,Final_symbol
958,ACOT13,ACOT13,"ACOT13, THEM2, HT012",THEM2,HT012,ACOT13,False,ACOT13,ACOT13,,ACOT13,ACOT13,False,ACOT13
960,ACOT2,ACOT2,"ACOT2, NA, Mte1, ZAP128",NA,"Mte1, ZAP128",ACOT2,False,ACOT2,ACOT2,,ACOT2,ACOT2,False,ACOT2
961,ACOT4,ACOT4,"ACOT4, NA, FLJ31235, PTE-Ib, PTE2B",NA,"FLJ31235, PTE-Ib, PTE2B",ACOT4,False,ACOT4,ACOT4,,ACOT4,ACOT4,False,ACOT4
962,ACOT6,ACOT6,"ACOT6, C14orf42, NA",C14orf42,NA,ACOT6,False,ACOT6,ACOT6,,ACOT6,ACOT6,False,ACOT6
963,ACOT7,ACOT7,"ACOT7, NA, BACH, ACH1, ACT, CTE-II, LACH1, MGC1126, hBACH",NA,"BACH, ACH1, ACT, CTE-II, LACH1, MGC1126, hBACH",ACOT7,False,ACOT7,ACOT7,,ACOT7,ACOT7,False,ACOT7
964,ACOT8,ACOT8,"ACOT8, PTE1, hACTE-III, hTE, PTE-2, NAP1",PTE1,"hACTE-III, hTE, PTE-2, NAP1",ACOT8,False,ACOT8,ACOT8,,ACOT8,ACOT8,False,ACOT8
965,ACOT9,ACOT9,"ACOT9, NA, CGI-16, MT-ACT48, ACATE2",NA,"CGI-16, MT-ACT48, ACATE2",ACOT9,False,ACOT9,ACOT9,,ACOT9,ACOT9,False,ACOT9
966,ACOX1,ACOX1,"ACOX1, NA, PALMCOX",NA,PALMCOX,ACOX1,False,ACOX1,ACOX1,,ACOX1,ACOX1,False,ACOX1
967,ACOX2,ACOX2,"ACOX2, NA, BRCACOX, BRCOX, THCCox",NA,"BRCACOX, BRCOX, THCCox",ACOX2,False,ACOX2,ACOX2,,ACOX2,ACOX2,False,ACOX2
968,ACOX3,ACOX3,"ACOX3, NA, NA",NA,NA,ACOX3,False,ACOX3,ACOX3,,ACOX3,ACOX3,False,ACOX3
969,ACOXL,ACOXL,"ACOXL, NA, FLJ11042",NA,FLJ11042,ACOXL,False,ACOXL,ACOXL,,ACOXL,ACOXL,False,ACOXL
970,ACP1,ACP1,"ACP1, NA, HAAP, LMW-PTP, LMWPTP",NA,"HAAP, LMW-PTP, LMWPTP",ACP1,False,ACP1,ACP1,,,,False,ACP1
971,ACP2,ACP2,"ACP2, NA, LAP",NA,LAP,ACP2,False,ACP2,ACP2,,,,False,ACP2
972,ACP5,ACP5,"ACP5, NA, TRAP, HPAP, TRAcP",NA,"TRAP, HPAP, TRAcP",ACP5,False,ACP5,ACP5,,ACP5,ACP5,False,ACP5
973,ACP6,ACP6,"ACP6, NA, LPAP, ACPL1",NA,"LPAP, ACPL1",ACP6,False,ACP6,ACP6,,ACP6,ACP6,False,ACP6
974,ACPL2,PXYLP1,"PXYLP1, ACPL2, FLJ23751",ACPL2,FLJ23751,ACPL2,True,ACPL2,PXYLP1,ACPL2,,,False,ACPL2
975,ACPP,ACP3,"ACP3, ACPP, ACP-3, PAP, TM-PAP",ACPP,"ACP-3, PAP, TM-PAP",ACPP,True,ACPP,ACP3,ACPP,,ACP3,False,ACP3
976,ACPT,ACP4,"ACP4, ACPT, NA",ACPT,NA,ACPT,True,ACPT,ACP4,ACPT,,,False,ACPT
977,ACR,ACR,"ACR, NA, NA",NA,NA,ACR,False,ACR,ACR,,ACR,ACR,False,ACR
978,ACRBP,ACRBP,"ACRBP, NA, SP32, OY-TES-1, CT23",NA,"SP32, OY-TES-1, CT23",ACRBP,False,ACRBP,ACRBP,,,,False,ACRBP
979,ACRC,GCNA,"GCNA, ACRC, NAAR1",ACRC,NAAR1,ACRC,True,ACRC,GCNA,ACRC,,,False,ACRC
980,ACRV1,ACRV1,"ACRV1, NA, SPACA2, SP-10, D11S4365",NA,"SPACA2, SP-10, D11S4365",ACRV1,False,ACRV1,ACRV1,,,,False,ACRV1
981,ACSBG1,ACSBG1,"ACSBG1, NA, BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG",NA,"BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG",ACSBG1,False,ACSBG1,ACSBG1,,ACSBG1,ACSBG1,False,ACSBG1
982,ACSBG2,ACSBG2,"ACSBG2, NA, BGR, PRTD-NY3, DKFZp434K1635",NA,"BGR, PRTD-NY3, DKFZp434K1635",ACSBG2,False,ACSBG2,ACSBG2,,ACSBG2,ACSBG2,False,ACSBG2
983,ACSF2,ACSF2,"ACSF2, NA, FLJ20920, ACSMW",NA,"FLJ20920, ACSMW",ACSF2,False,ACSF2,ACSF2,,ACSF2,ACSF2,False,ACSF2
984,ACSF3,ACSF3,"ACSF3, NA, NA",NA,NA,ACSF3,False,ACSF3,ACSF3,,ACSF3,ACSF3,False,ACSF3
985,ACSL1,ACSL1,"ACSL1, FACL2, LACS2, LACS, ACS1, LACS1, FACL1",FACL2,"LACS2, LACS, ACS1, LACS1, FACL1",ACSL1,False,ACSL1,ACSL1,,ACSL1,ACSL1,False,ACSL1
986,ACSL3,ACSL3,"ACSL3, FACL3, ACS3, PRO2194",FACL3,"ACS3, PRO2194",ACSL3,False,ACSL3,ACSL3,,ACSL3,ACSL3,False,ACSL3
987,ACSL4,ACSL4,"ACSL4, FACL4, MRX63, MRX68, ACS4, LACS4","FACL4, MRX63, MRX68","ACS4, LACS4",ACSL4,False,ACSL4,ACSL4,,ACSL4,ACSL4,False,ACSL4
988,ACSL5,ACSL5,"ACSL5, FACL5, ACS5, ACS2",FACL5,"ACS5, ACS2",ACSL5,False,ACSL5,ACSL5,,ACSL5,ACSL5,False,ACSL5
989,ACSL6,ACSL6,"ACSL6, FACL6, KIAA0837, ACS2, LACS5, LACS2",FACL6,"KIAA0837, ACS2, LACS5, LACS2",ACSL6,False,ACSL6,ACSL6,,ACSL6,ACSL6,False,ACSL6
990,ACSM1,ACSM1,"ACSM1, BUCS1, MACS1",BUCS1,MACS1,ACSM1,False,ACSM1,ACSM1,,ACSM1,ACSM1,False,ACSM1
991,ACSM2A,ACSM2A,"ACSM2A, ACSM2, A-923A4.1, MGC150530",ACSM2,"A-923A4.1, MGC150530",ACSM2A,False,ACSM2A,ACSM2A,,ACSM2A,ACSM2A,False,ACSM2A
541,ACSM2B,ACSM2B,"ACSM2B, ACSM2, HXMA, HYST1046",ACSM2,"HXMA, HYST1046",ACSM2B,False,ACSM2B,ACSM2B,,ACSM2B,ACSM2B,False,ACSM2B
992,ACSM3,ACSM3,"ACSM3, SAH, SA",SAH,SA,ACSM3,False,ACSM3,ACSM3,,ACSM3,ACSM3,False,ACSM3
993,ACSM4,ACSM4,"ACSM4, NA, NA",NA,NA,ACSM4,False,ACSM4,ACSM4,,ACSM4,ACSM4,False,ACSM4
994,ACSM5,ACSM5,"ACSM5, NA, FLJ20581",NA,FLJ20581,ACSM5,False,ACSM5,ACSM5,,ACSM5,ACSM5,False,ACSM5
995,ACSS1,ACSS1,"ACSS1, ACAS2L, dJ568C11.3, AceCS2L, MGC33843",ACAS2L,"dJ568C11.3, AceCS2L, MGC33843",ACSS1,False,ACSS1,ACSS1,,ACSS1,ACSS1,False,ACSS1
996,ACSS2,ACSS2,"ACSS2, ACAS2, ACS, ACSA, AceCS, dJ1161H23.1",ACAS2,"ACS, ACSA, AceCS, dJ1161H23.1",ACSS2,False,ACSS2,ACSS2,,ACSS2,ACSS2,False,ACSS2
997,ACSS3,ACSS3,"ACSS3, NA, FLJ21963",NA,FLJ21963,ACSS3,False,ACSS3,ACSS3,,ACSS3,ACSS3,False,ACSS3
998,ACTA1,ACTA1,"ACTA1, ACTA, NEM3",ACTA,NEM3,ACTA1,False,ACTA1,ACTA1,,,,False,ACTA1
999,ACTA2,ACTA2,"ACTA2, NA, ACTSA",NA,ACTSA,ACTA2,False,ACTA2,ACTA2,,ACTA2,ACTA2,False,ACTA2
1000,ACTB,ACTB,"ACTB, NA, NA",NA,NA,ACTB,False,ACTB,ACTB,,ACTB,ACTB,False,ACTB
1001,ACTBL2,ACTBL2,"ACTBL2, NA, DKFZp686D0972",NA,DKFZp686D0972,ACTBL2,False,ACTBL2,ACTBL2,,,,False,ACTBL2
1002,ACTC1,ACTC1,"ACTC1, ACTC, CMD1R",ACTC,CMD1R,ACTC1,False,ACTC1,ACTC1,,ACTC1,ACTC1,False,ACTC1
1003,ACTG1,ACTG1,"ACTG1, ACTG, DFNA20, DFNA26, NA","ACTG, DFNA20, DFNA26",NA,ACTG1,False,ACTG1,ACTG1,,ACTG1,ACTG1,False,ACTG1
542,ACTG2,ACTG2,"ACTG2, ACTL3, ACTA3, ACTSG","ACTL3, ACTA3",ACTSG,ACTG2,False,ACTG2,ACTG2,,ACTG2,ACTG2,False,ACTG2
1004,ACTL6A,ACTL6A,"ACTL6A, NA, Actl6, BAF53A, Arp4, Baf53a, INO80K, SMARCN1",NA,"Actl6, BAF53A, Arp4, Baf53a, INO80K, SMARCN1",ACTL6A,False,ACTL6A,ACTL6A,,ACTL6A,ACTL6A,False,ACTL6A
1005,ACTL6B,ACTL6B,"ACTL6B, ACTL6, BAF53B, SMARCN2",ACTL6,"BAF53B, SMARCN2",ACTL6B,False,ACTL6B,ACTL6B,,ACTL6B,ACTL6B,False,ACTL6B
1006,ACTL7A,ACTL7A,"ACTL7A, NA, NA",NA,NA,ACTL7A,False,ACTL7A,ACTL7A,,,,False,ACTL7A
1007,ACTL7B,ACTL7B,"ACTL7B, NA, Tact1",NA,Tact1,ACTL7B,False,ACTL7B,ACTL7B,,,,False,ACTL7B
1008,ACTL8,ACTL8,"ACTL8, NA, CT57",NA,CT57,ACTL8,False,ACTL8,ACTL8,,,,False,ACTL8
1009,ACTL9,ACTL9,"ACTL9, NA, MGC33407",NA,MGC33407,ACTL9,False,ACTL9,ACTL9,,,,False,ACTL9
1010,ACTN1,ACTN1,"ACTN1, NA, NA",NA,NA,ACTN1,False,ACTN1,ACTN1,,ACTN1,ACTN1,False,ACTN1
1011,ACTN2,ACTN2,"ACTN2, NA, NA",NA,NA,ACTN2,False,ACTN2,ACTN2,,ACTN2,ACTN2,False,ACTN2
1012,ACTN3,ACTN3,"ACTN3, NA, NA",NA,NA,ACTN3,False,ACTN3,ACTN3,,ACTN3,ACTN3,False,ACTN3
1013,ACTN4,ACTN4,"ACTN4, FSGS1, NA",FSGS1,NA,ACTN4,False,ACTN4,ACTN4,,ACTN4,ACTN4,False,ACTN4
1014,ACTR10,ACTR10,"ACTR10, NA, HARP11, ACTR11, Arp11, Arp10",NA,"HARP11, ACTR11, Arp11, Arp10",ACTR10,False,ACTR10,ACTR10,,ACTR10,ACTR10,False,ACTR10
1015,ACTR1A,ACTR1A,"ACTR1A, NA, ARP1, Arp1A",NA,"ARP1, Arp1A",ACTR1A,False,ACTR1A,ACTR1A,,ACTR1A,ACTR1A,False,ACTR1A
1016,ACTR1B,ACTR1B,"ACTR1B, CTRN2, Arp1B",CTRN2,Arp1B,ACTR1B,False,ACTR1B,ACTR1B,,ACTR1B,ACTR1B,False,ACTR1B
1017,ACTR2,ACTR2,"ACTR2, NA, ARP2",NA,ARP2,ACTR2,False,ACTR2,ACTR2,,ACTR2,ACTR2,False,ACTR2
1018,ACTR3,ACTR3,"ACTR3, NA, ARP3",NA,ARP3,ACTR3,False,ACTR3,ACTR3,,ACTR3,ACTR3,False,ACTR3
1019,ACTR3B,ACTR3B,"ACTR3B, NA, ARP11, ARP3beta",NA,"ARP11, ARP3beta",ACTR3B,False,ACTR3B,ACTR3B,,,,False,ACTR3B
1020,ACTR3C,ACTR3C,"ACTR3C, NA, ARP11",NA,ARP11,ACTR3C,False,ACTR3C,ACTR3C,,,,False,ACTR3C
1021,ACTR5,ACTR5,"ACTR5, NA, FLJ12785, Arp5, INO80M",NA,"FLJ12785, Arp5, INO80M",ACTR5,False,ACTR5,ACTR5,,ACTR5,ACTR5,False,ACTR5
1022,ACTR6,ACTR6,"ACTR6, NA, ARP6, FLJ13433",NA,"ARP6, FLJ13433",ACTR6,False,ACTR6,ACTR6,,,,False,ACTR6
1023,ACTR8,ACTR8,"ACTR8, NA, INO80N, ARP8",NA,"INO80N, ARP8",ACTR8,False,ACTR8,ACTR8,,ACTR8,ACTR8,False,ACTR8
1024,ACTRT1,ACTRT1,"ACTRT1, NA, AIP1, KIAA0705, ARIP1, Arp-T1",NA,"AIP1, KIAA0705, ARIP1, Arp-T1",ACTRT1,False,ACTRT1,ACTRT1,,,,False,ACTRT1
1025,ACTRT2,ACTRT2,"ACTRT2, NA, Arp-T2, ARPM2, FLJ25424, ACTRT2",NA,"Arp-T2, ARPM2, FLJ25424, ACTRT2",ACTRT2,False,ACTRT2,ACTRT2,,,,False,ACTRT2
5,ACVR1,ACVR1,"ACVR1, ACVRLK2, SKR1, ALK2, ACVR1A",ACVRLK2,"SKR1, ALK2, ACVR1A",ACVR1,False,ACVR1,ACVR1,,,,False,ACVR1
6,ACVR1B,ACVR1B,"ACVR1B, ACVRLK4, ALK4, SKR2, ActRIB",ACVRLK4,"ALK4, SKR2, ActRIB",ACVR1B,False,ACVR1B,ACVR1B,,ACVR1B,ACVR1B,False,ACVR1B
1026,ACVR1C,ACVR1C,"ACVR1C, NA, ALK7, ACVRLK7",NA,"ALK7, ACVRLK7",ACVR1C,False,ACVR1C,ACVR1C,,ACVR1C,ACVR1C,False,ACVR1C
7,ACVR2A,ACVR2A,"ACVR2A, ACVR2, ACTRII",ACVR2,ACTRII,ACVR2A,False,ACVR2A,ACVR2A,,ACVR2A,ACVR2A,False,ACVR2A
1027,ACVR2B,ACVR2B,"ACVR2B, NA, ActR-IIB",NA,ActR-IIB,ACVR2B,False,ACVR2B,ACVR2B,,ACVR2B,ACVR2B,False,ACVR2B
1028,ACVRL1,ACVRL1,"ACVRL1, ACVRLK1, ORW2, HHT2, ALK1, HHT","ACVRLK1, ORW2","HHT2, ALK1, HHT",ACVRL1,False,ACVRL1,ACVRL1,,ACVRL1,ACVRL1,False,ACVRL1
1029,ACY1,ACY1,"ACY1, NA, NA",NA,NA,ACY1,False,ACY1,ACY1,,ACY1,ACY1,False,ACY1
1030,ACY3,ACY3,"ACY3, NA, HCBP1, MGC9740, ACY-3",NA,"HCBP1, MGC9740, ACY-3",ACY3,False,ACY3,ACY3,,ACY3,ACY3,False,ACY3
1031,ACYP1,ACYP1,"ACYP1, NA, NA",NA,NA,ACYP1,False,ACYP1,ACYP1,,,,False,ACYP1
1032,ACYP2,ACYP2,"ACYP2, NA, NA",NA,NA,ACYP2,False,ACYP2,ACYP2,,,,False,ACYP2
1033,ADA,ADA,"ADA, NA, ADA1",NA,ADA1,ADA,False,ADA,ADA,,ADA,ADA,False,ADA
1034,ADAD1,ADAD1,"ADAD1, NA, Tenr",NA,Tenr,ADAD1,False,ADAD1,ADAD1,,,,False,ADAD1
1035,ADAD2,ADAD2,"ADAD2, NA, TENRL, FLJ00337",NA,"TENRL, FLJ00337",ADAD2,False,ADAD2,ADAD2,,,,False,ADAD2
1036,ADAL,ADAL,"ADAL, NA, NA",NA,NA,ADAL,False,ADAL,ADAL,,ADAL,ADAL,False,ADAL
1037,ADAM10,ADAM10,"ADAM10, NA, kuz, MADM, HsT18717, CD156C",NA,"kuz, MADM, HsT18717, CD156C",ADAM10,False,ADAM10,ADAM10,,ADAM10,ADAM10,False,ADAM10
1038,ADAM11,ADAM11,"ADAM11, MDC, NA",MDC,NA,ADAM11,False,ADAM11,ADAM11,,ADAM11,ADAM11,False,ADAM11
1039,ADAM12,ADAM12,"ADAM12, NA, MCMPMltna, MLTN",NA,"MCMPMltna, MLTN",ADAM12,False,ADAM12,ADAM12,,ADAM12,ADAM12,False,ADAM12
1040,ADAM15,ADAM15,"ADAM15, NA, MDC15",NA,MDC15,ADAM15,False,ADAM15,ADAM15,,ADAM15,ADAM15,False,ADAM15
1041,ADAM17,ADAM17,"ADAM17, TACE, cSVP, CD156B",TACE,"cSVP, CD156B",ADAM17,False,ADAM17,ADAM17,,ADAM17,ADAM17,False,ADAM17
1042,ADAM18,ADAM18,"ADAM18, NA, tMDCIII, ADAM27",NA,"tMDCIII, ADAM27",ADAM18,False,ADAM18,ADAM18,,,,False,ADAM18
1043,ADAM19,ADAM19,"ADAM19, NA, MLTNB",NA,MLTNB,ADAM19,False,ADAM19,ADAM19,,ADAM19,ADAM19,False,ADAM19
1047,ADAM2,ADAM2,"ADAM2, FTNB, PH-30b, PH30, CT15",FTNB,"PH-30b, PH30, CT15",ADAM2,False,ADAM2,ADAM2,,ADAM2,ADAM2,False,ADAM2
1044,ADAM20,ADAM20,"ADAM20, NA, NA",NA,NA,ADAM20,False,ADAM20,ADAM20,,ADAM20,ADAM20,False,ADAM20
1045,ADAM21,ADAM21,"ADAM21, NA, ADAM31",NA,ADAM31,ADAM21,False,ADAM21,ADAM21,,ADAM21,ADAM21,False,ADAM21
1046,ADAM21P1,,,,,,,ADAM21P1,,,,,False,ADAM21P1
1048,ADAM22,ADAM22,"ADAM22, NA, MDC2",NA,MDC2,ADAM22,False,ADAM22,ADAM22,,ADAM22,ADAM22,False,ADAM22
1049,ADAM23,ADAM23,"ADAM23, NA, MDC3",NA,MDC3,ADAM23,False,ADAM23,ADAM23,,ADAM23,ADAM23,False,ADAM23
1050,ADAM28,ADAM28,"ADAM28, NA, eMDCII, MDC-Lm, MDC-Ls, ADAM23",NA,"eMDCII, MDC-Lm, MDC-Ls, ADAM23",ADAM28,True,ADAM28,ADAM28,ADAM28,,,False,ADAM28
1051,ADAM29,ADAM29,"ADAM29, NA, svph1, CT73",NA,"svph1, CT73",ADAM29,False,ADAM29,ADAM29,,,,False,ADAM29
543,ADAM30,ADAM30,"ADAM30, NA, svph4",NA,svph4,ADAM30,False,ADAM30,ADAM30,,ADAM30,ADAM30,False,ADAM30
1052,ADAM32,ADAM32,"ADAM32, NA, NA",NA,NA,ADAM32,False,ADAM32,ADAM32,,,,False,ADAM32
1053,ADAM33,ADAM33,"ADAM33, C20orf153, DKFZp434K0521, dJ964F7.1",C20orf153,"DKFZp434K0521, dJ964F7.1",ADAM33,False,ADAM33,ADAM33,,,,False,ADAM33
1054,ADAM3A,,,,,,,ADAM3A,,,,,False,ADAM3A
1055,ADAM5P,,,,,,,ADAM5P,,,,,False,ADAM5P
1056,ADAM6,,,,,,,ADAM6,,,,,False,ADAM6
1057,ADAM7,ADAM7,"ADAM7, NA, GP-83, EAPI",NA,"GP-83, EAPI",ADAM7,False,ADAM7,ADAM7,,,,False,ADAM7
1058,ADAM8,ADAM8,"ADAM8, NA, CD156, MS2, CD156A",NA,"CD156, MS2, CD156A",ADAM8,False,ADAM8,ADAM8,,ADAM8,ADAM8,False,ADAM8
1059,ADAM9,ADAM9,"ADAM9, CORD9, MDC9, KIAA0021, MCMP, Mltng",CORD9,"MDC9, KIAA0021, MCMP, Mltng",ADAM9,False,ADAM9,ADAM9,,ADAM9,ADAM9,False,ADAM9
1060,ADAMDEC1,ADAMDEC1,"ADAMDEC1, NA, M12.219",NA,M12.219,ADAMDEC1,False,ADAMDEC1,ADAMDEC1,,,,False,ADAMDEC1
1070,ADAMTS1,ADAMTS1,"ADAMTS1, NA, C3-C5, METH1, KIAA1346",NA,"C3-C5, METH1, KIAA1346",ADAMTS1,False,ADAMTS1,ADAMTS1,,ADAMTS1,ADAMTS1,False,ADAMTS1
1061,ADAMTS10,ADAMTS10,"ADAMTS10, NA, ADAM-TS10",NA,ADAM-TS10,ADAMTS10,False,ADAMTS10,ADAMTS10,,ADAMTS10,ADAMTS10,False,ADAMTS10
1062,ADAMTS12,ADAMTS12,"ADAMTS12, NA, NA",NA,NA,ADAMTS12,False,ADAMTS12,ADAMTS12,,ADAMTS12,ADAMTS12,False,ADAMTS12
1063,ADAMTS13,ADAMTS13,"ADAMTS13, C9orf8, VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322",C9orf8,"VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322",ADAMTS13,False,ADAMTS13,ADAMTS13,,ADAMTS13,ADAMTS13,False,ADAMTS13
1064,ADAMTS14,ADAMTS14,"ADAMTS14, NA, NA",NA,NA,ADAMTS14,False,ADAMTS14,ADAMTS14,,ADAMTS14,ADAMTS14,False,ADAMTS14
1065,ADAMTS15,ADAMTS15,"ADAMTS15, NA, NA",NA,NA,ADAMTS15,False,ADAMTS15,ADAMTS15,,ADAMTS15,ADAMTS15,False,ADAMTS15
1066,ADAMTS16,ADAMTS16,"ADAMTS16, NA, ADAMTS16s",NA,ADAMTS16s,ADAMTS16,False,ADAMTS16,ADAMTS16,,ADAMTS16,ADAMTS16,False,ADAMTS16
1067,ADAMTS17,ADAMTS17,"ADAMTS17, NA, FLJ32769, FLJ16363",NA,"FLJ32769, FLJ16363",ADAMTS17,False,ADAMTS17,ADAMTS17,,ADAMTS17,ADAMTS17,False,ADAMTS17
1068,ADAMTS18,ADAMTS18,"ADAMTS18, ADAMTS21, NA",ADAMTS21,NA,ADAMTS18,False,ADAMTS18,ADAMTS18,,ADAMTS18,ADAMTS18,False,ADAMTS18
1069,ADAMTS19,ADAMTS19,"ADAMTS19, NA, NA",NA,NA,ADAMTS19,False,ADAMTS19,ADAMTS19,,ADAMTS19,ADAMTS19,False,ADAMTS19
1072,ADAMTS2,ADAMTS2,"ADAMTS2, NA, ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI",NA,"ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI",ADAMTS2,False,ADAMTS2,ADAMTS2,,ADAMTS2,ADAMTS2,False,ADAMTS2
1071,ADAMTS20,ADAMTS20,"ADAMTS20, NA, GON-1",NA,GON-1,ADAMTS20,False,ADAMTS20,ADAMTS20,,ADAMTS20,ADAMTS20,False,ADAMTS20
1073,ADAMTS3,ADAMTS3,"ADAMTS3, NA, KIAA0366, ADAMTS-4",NA,"KIAA0366, ADAMTS-4",ADAMTS3,False,ADAMTS3,ADAMTS3,,ADAMTS3,ADAMTS3,False,ADAMTS3
1074,ADAMTS4,ADAMTS4,"ADAMTS4, NA, KIAA0688, ADAMTS-2, ADMP-1",NA,"KIAA0688, ADAMTS-2, ADMP-1",ADAMTS4,False,ADAMTS4,ADAMTS4,,ADAMTS4,ADAMTS4,False,ADAMTS4
1075,ADAMTS5,ADAMTS5,"ADAMTS5, NA, ADMP-2, ADAMTS11",NA,"ADMP-2, ADAMTS11",ADAMTS5,False,ADAMTS5,ADAMTS5,,ADAMTS5,ADAMTS5,False,ADAMTS5
1076,ADAMTS6,ADAMTS6,"ADAMTS6, NA, ADAM-TS6",NA,ADAM-TS6,ADAMTS6,False,ADAMTS6,ADAMTS6,,ADAMTS6,ADAMTS6,False,ADAMTS6
1077,ADAMTS7,ADAMTS7,"ADAMTS7, NA, ADAM-TS7, DKFZp434H204",NA,"ADAM-TS7, DKFZp434H204",ADAMTS7,False,ADAMTS7,ADAMTS7,,ADAMTS7,ADAMTS7,False,ADAMTS7
1078,ADAMTS8,ADAMTS8,"ADAMTS8, NA, METH2, FLJ41712, ADAM-TS8",NA,"METH2, FLJ41712, ADAM-TS8",ADAMTS8,False,ADAMTS8,ADAMTS8,,ADAMTS8,ADAMTS8,False,ADAMTS8
1079,ADAMTS9,ADAMTS9,"ADAMTS9, NA, KIAA1312",NA,KIAA1312,ADAMTS9,False,ADAMTS9,ADAMTS9,,ADAMTS9,ADAMTS9,False,ADAMTS9
1080,ADAMTSL1,ADAMTSL1,"ADAMTSL1, C9orf94, ADAMTSR1, FLJ35283",C9orf94,"ADAMTSR1, FLJ35283",ADAMTSL1,False,ADAMTSL1,ADAMTSL1,,ADAMTSL1,ADAMTSL1,False,ADAMTSL1
1081,ADAMTSL2,ADAMTSL2,"ADAMTSL2, NA, KIAA0605",NA,KIAA0605,ADAMTSL2,False,ADAMTSL2,ADAMTSL2,,ADAMTSL2,ADAMTSL2,False,ADAMTSL2
1082,ADAMTSL3,ADAMTSL3,"ADAMTSL3, NA, KIAA1233, punctin-2",NA,"KIAA1233, punctin-2",ADAMTSL3,False,ADAMTSL3,ADAMTSL3,,ADAMTSL3,ADAMTSL3,False,ADAMTSL3
1083,ADAMTSL4,ADAMTSL4,"ADAMTSL4, TSRC1, DKFZP434K1772",TSRC1,DKFZP434K1772,ADAMTSL4,False,ADAMTSL4,ADAMTSL4,,ADAMTSL4,ADAMTSL4,False,ADAMTSL4
1084,ADAMTSL5,ADAMTSL5,"ADAMTSL5, THSD6, NA",THSD6,NA,ADAMTSL5,False,ADAMTSL5,ADAMTSL5,,ADAMTSL5,ADAMTSL5,False,ADAMTSL5
1085,ADAP1,ADAP1,"ADAP1, CENTA1, GCS1L",CENTA1,GCS1L,ADAP1,False,ADAP1,ADAP1,,ADAP1,ADAP1,False,ADAP1
1086,ADAP2,ADAP2,"ADAP2, CENTA2, NA",CENTA2,NA,ADAP2,False,ADAP2,ADAP2,,,,False,ADAP2
1087,ADAR,ADAR,"ADAR, IFI4, G1P1, ADAR1, DRADA","IFI4, G1P1","ADAR1, DRADA",ADAR,False,ADAR,ADAR,,ADAR,ADAR,False,ADAR
1088,ADARB1,ADARB1,"ADARB1, NA, ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d",NA,"ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d",ADARB1,False,ADARB1,ADARB1,,ADARB1,ADARB1,False,ADARB1
1089,ADARB2,ADARB2,"ADARB2, NA, RED2, hRED2, ADAR3",NA,"RED2, hRED2, ADAR3",ADARB2,False,ADARB2,ADARB2,,,,False,ADARB2
1090,ADAT1,ADAT1,"ADAT1, NA, NA",NA,NA,ADAT1,False,ADAT1,ADAT1,,ADAT1,ADAT1,False,ADAT1
1091,ADAT2,ADAT2,"ADAT2, DEADC1, dJ20N2.1, TAD2",DEADC1,"dJ20N2.1, TAD2",ADAT2,False,ADAT2,ADAT2,,ADAT2,ADAT2,False,ADAT2
1092,ADAT3,ADAT3,"ADAT3, NA, TAD3",NA,TAD3,ADAT3,False,ADAT3,ADAT3,,ADAT3,ADAT3,False,ADAT3
1093,ADC,AZIN2,"AZIN2, ADC, ODC-p, ODC1L, KIAA1945, ODCp",ADC,"ODC-p, ODC1L, KIAA1945, ODCp",ADC,True,ADC,AZIN2,ADC,,AZIN2,False,AZIN2
1094,ADCK1,ADCK1,"ADCK1, NA, FLJ39600",NA,FLJ39600,ADCK1,False,ADCK1,ADCK1,,,,False,ADCK1
1095,ADCK2,ADCK2,"ADCK2, NA, MGC20727",NA,MGC20727,ADCK2,False,ADCK2,ADCK2,,,,False,ADCK2
1096,ADCK4,COQ8B,"COQ8B, ADCK4, FLJ12229, COQ8",ADCK4,"FLJ12229, COQ8",ADCK4,True,ADCK4,COQ8B,ADCK4,,,False,ADCK4
1097,ADCK5,ADCK5,"ADCK5, NA, FLJ35454",NA,FLJ35454,ADCK5,False,ADCK5,ADCK5,,,,False,ADCK5
1099,ADCY1,ADCY1,"ADCY1, DFNB44, AC1",DFNB44,AC1,ADCY1,False,ADCY1,ADCY1,,ADCY1,ADCY1,False,ADCY1
1098,ADCY10,ADCY10,"ADCY10, NA, SAC, Sacy, SACI, HCA2, RP1-313L4.2",NA,"SAC, Sacy, SACI, HCA2, RP1-313L4.2",ADCY10,False,ADCY10,ADCY10,,ADCY10,ADCY10,False,ADCY10
